,Neighborhood,Venue,Venue_Latitude,Venue_Longitude,Venue_Category
1757,Highland Creek,La Madeline,30.3796937,-91.09650842,Café
1758,Highland Creek,Texas de Brazil,30.37931078,-91.09368283,Brazilian Restaurant
1759,Highland Creek,Perkins Rowe,30.37945748,-91.09556629,Shopping Mall
1760,Highland Creek,Barnes & Noble,30.37985977,-91.09580157,Bookstore
1761,Highland Creek,Olive Or Twist,30.39672678,-91.11390251,Bar
1762,Highland Creek,Another Broken Egg Cafe,30.380305,-91.099043,Breakfast Spot
1763,Highland Creek,Tokyo Cafe,30.38098331,-91.09886964,Sushi Restaurant
1764,Highland Creek,Lakeside Daiquiri & Grill,30.37522069,-91.14172017,Bar
1765,Highland Creek,The Rum House Caribbean Taqueria,30.39708158,-91.11353401,Caribbean Restaurant
1766,Highland Creek,Southside Produce,30.38925188,-91.10606877,Miscellaneous Shop
1767,Highland Creek,Rotolo's Pizzeria,30.3887092,-91.1056127,Pizza Place
1768,Highland Creek,lululemon athletica,30.377971,-91.139826,Clothing Store
1769,Highland Creek,Ichiban Japanese Grill & Sushi Bar,30.39592173,-91.10790727,Asian Restaurant
1770,Highland Creek,Massage Envy - Bluebonnet,30.37832008,-91.09886214,Spa
1771,Highland Creek,Zorba's Greek Bistro,30.39632,-91.108275,Greek Restaurant
1772,Highland Creek,Tallulah Wine Bar,30.3872201,-91.09436188,Cocktail Bar
1773,Highland Creek,Counter Culture Frozen Yogurt,30.394228,-91.107961,Frozen Yogurt Shop
1774,Highland Creek,CC's Coffee House,30.3796662,-91.09826158,Coffee Shop
1775,Highland Creek,Kung Fu Tea,30.381104,-91.098427,Café
1776,Highland Creek,J Alexander's Restaurant,30.39184146,-91.09019603,American Restaurant
1777,Highland Creek,Andy's Frozen Custard,30.39124,-91.16379,Dessert Shop
1778,Highland Creek,Bistro Byronz,30.37376576,-91.08856777,Bistro
1779,Highland Creek,Chick-fil-A,30.389183,-91.0875334,Fast Food Restaurant
1780,Highland Creek,Albasha Greek & Lebanese,30.39864878,-91.08504556,Greek Restaurant
1781,Highland Creek,Chick-fil-A,30.3886059,-91.1589527,Food Service
1782,Highland Creek,Calandro's Supermarket,30.36749032,-91.07607172,Grocery Store
1783,Highland Creek,New York Bagel Company,30.39584621,-91.15823687,Bagel Shop
1784,Highland Creek,The Ambrosia Bakery,30.37150405,-91.07302158,Bakery
1785,Highland Creek,Drury Inn & Suites Baton Rouge,30.40548579,-91.10169279,Hotel
1786,Highland Creek,Mr. Ronnie's Famous Hot Donuts,30.39550523,-91.15794282,Bakery
1787,Highland Creek,Five Star Nail Spa,30.3958427,-91.15809495,Cosmetics Shop
1788,Highland Creek,Sushi Masa,30.39581282,-91.10847363,Sushi Restaurant
1789,Highland Creek,Mike Anderson's Seafood,30.38872867,-91.16935363,Seafood Restaurant
1790,Highland Creek,Red Zeppelin Pizza,30.4174644,-91.14510213,Pizza Place
1791,Highland Creek,Walgreens,30.3688474,-91.0747841,Pharmacy
1792,Highland Creek,Inga's Subs & Salads,30.38826286,-91.17858208,Sandwich Place
1793,Highland Creek,Copeland's Cheesecake Bistro,30.392715,-91.088709,Cajun / Creole Restaurant
1794,Highland Creek,Rouses Market,30.38161781,-91.09857649,Grocery Store
1795,Highland Creek,Renaissance Baton Rouge Hotel,30.386942,-91.0946525,Hotel
1796,Highland Creek,Orangetheory Fitness,30.3893744,-91.1619652,Gym
1797,Highland Creek,Sprouts Farmers Market,30.4143137,-91.1387183,Grocery Store
1798,Highland Creek,Rouses Market,30.38978577,-91.16156006,Grocery Store
1799,Highland Creek,GNC,30.39331055,-91.16145325,Supplement Shop
1800,Highland Creek,Raising Cane's Chicken Fingers,30.39325158,-91.16090043,Fried Chicken Joint
1801,West Hill,The Real McCoy Burgers And Pizza,43.77408137,-79.23049586,Burger Joint
1802,West Hill,Chick-N-Joy,43.76875172,-79.18798175,Fried Chicken Joint
1803,West Hill,Scarborough Golf and Country Club,43.75291454,-79.21084992,Golf Course
1804,West Hill,Charcoal Kebab House,43.75734817,-79.23884168,Xinjiang Restaurant
1805,West Hill,The Olde Stone Cottage Pub,43.74691186,-79.20902792,Pub
1806,West Hill,Morningside Park,43.78654574,-79.20532167,Park
1807,West Hill,LCBO,43.77146182,-79.18438375,Liquor Store
1808,West Hill,Toronto Pan Am Sports Centre,43.79062336,-79.19386919,Athletics & Sports
1809,West Hill,CANBE Foods Inc,43.77354633,-79.24608237,Indian Restaurant
1810,West Hill,Starbucks,43.7700372,-79.22115587,Coffee Shop
1811,West Hill,GoodLife Fitness Scarborough Cedarbrae Mall,43.759389,-79.226409,Gym
1812,West Hill,RBC Royal Bank,43.76678992,-79.19115119,Bank
1813,West Hill,Anjappar Authentic Chettinadu Restaurant,43.74159209,-79.22679861,Indian Restaurant
1814,West Hill,Lucky Hakka,43.76246964,-79.21416375,Chinese Restaurant
1815,West Hill,TD Canada Trust,43.76152018,-79.22655679,Bank
1816,West Hill,Subway,43.75930749,-79.22405712,Sandwich Place
1817,West Hill,Fratelli Village Pizzeria,43.78400805,-79.16978708,Italian Restaurant
1818,West Hill,The Beer Store,43.769793,-79.1875054,Beer Store
1819,West Hill,Subway,43.7718316,-79.1851095,Sandwich Place
1820,West Hill,Subway,43.78400297,-79.2046277,Sandwich Place
1821,West Hill,Pizza Pizza,43.75932071,-79.2249287,Pizza Place
1822,West Hill,TD Canada Trust,43.77099712,-79.18599759,Bank
1823,West Hill,Thomson Memorial Park,43.75889114,-79.25450029,Park
1824,West Hill,The Beer Store,43.7597137,-79.225487,Beer Store
1825,West Hill,A&W,43.761066,-79.22529,Fast Food Restaurant
1826,West Hill,Federick Restaurant,43.77469659,-79.24114243,Hakka Restaurant
1827,West Hill,Centennial Recreation Centre,43.77459331,-79.23649962,Athletics & Sports
1828,West Hill,Drupati's Roti & Doubles,43.77522214,-79.24167761,Caribbean Restaurant
1829,West Hill,Fairview Seafood Chinese Cuisine,43.79290684,-79.23934785,Chinese Restaurant
1830,West Hill,Staples Cedarbrae,43.75985062,-79.22833463,Paper / Office Supplies Store
1831,West Hill,Dairy Queen,43.73950592,-79.23689366,Ice Cream Shop
1832,West Hill,Subway,43.7470987,-79.1995493,Sandwich Place
1833,West Hill,Petro-Canada,43.784984,-79.194923,Gas Station
1834,West Hill,Shamrock Burgers,43.78382252,-79.16840632,Burger Joint
1835,West Hill,GoodLife Fitness Scarborough Kingston and Eglinton,43.741417,-79.215242,Gym
1836,West Hill,KFC,43.7689,-79.1856,Fast Food Restaurant
1837,West Hill,Subway,43.78195641,-79.23508431,Sandwich Place
1838,West Hill,Shoppers Drug Mart,43.759825,-79.225268,Pharmacy
1839,West Hill,Long & McQuade Musical Instruments,43.77584545,-79.23062611,Music Store
1840,West Hill,Thai One On,43.77446764,-79.24126834,Thai Restaurant
1841,West Hill,Coppa's Fresh Market,43.77209426,-79.16634033,Grocery Store
1842,West Hill,Value Village,43.76075237,-79.21918937,Thrift / Vintage Store
1843,West Hill,Petro-Canada,43.75782,-79.235307,Gas Station
1844,West Hill,Hot Topic,43.77545002,-79.25792865,Clothing Store
1845,West Hill,TD Canada Trust,43.7748302,-79.2412514,Bank
1846,West Hill,Shoppers Drug Mart,43.780599,-79.205009,Pharmacy
1847,West Hill,RBC Royal Bank,43.77622408,-79.25015509,Bank
1848,West Hill,KFC,43.758,-79.2345,Fast Food Restaurant
1849,West Hill,KFC,43.7588,-79.2273,Fast Food Restaurant
1850,West Hill,The Keg Steakhouse + Bar – Estate Drive,43.78257261,-79.23504557,Restaurant
1851,Rouge,Château de Châteaubriant,47.71934779,-1.37297056,Historic Site
1852,Rouge,Gare SNCF de Châteaubriant,47.717308,-1.371352,Train Station
1853,Rouge,Intermarché SUPER Châteaubriant et Drive,47.70753,-1.386142,Supermarket
1854,Rouge,Buffalo Grill,47.70525288,-1.390580018,Steakhouse
1855,Rouge,E.Leclerc,47.7070786,-1.3875206,Supermarket
1856,Rouge,McDonald's,47.70101011,-1.404624146,Fast Food Restaurant
1857,Rouge,Arbolag SARL,47.759824,-1.411398,Tree
1858,Rouge,Au Pays de la Tribo,47.7648409,-1.392273,Hostel
1859,Rouge,La Beguinais,47.8479312,-1.45366245,Boarding House
1860,Rouge,Hyper U et drive,47.71783391,-1.38985808,Supermarket
1861,Rouge,Nature Bois Allodiens,47.853485,-1.51163731,Garden
1862,Rouge,Sixt Nantes Gare Sud,47.72151413,-1.54058,Rental Car Location
